# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.134175491333007812e+01 6.102494239807128906e+00 4.762498092651367188e+01 6.102494239807128906e+00
1.000000000000000000e+03 1.205029780976474285e-03 6.097702503204345703e+00 9.738435037434101105e-04 6.097702503204345703e+00
1.000000000000000000e+03 6.487161153927445412e-04 6.097702503204345703e+00 4.916934412904083729e-04 6.097702503204345703e+00
2.000000000000000000e+03 1.052001025527715683e-03 6.096752166748046875e+00 5.110189667902886868e-04 6.096752166748046875e+00
2.000000000000000000e+03 4.930560244247317314e-04 6.096752166748046875e+00 2.294385485583916306e-04 6.096752166748046875e+00
3.000000000000000000e+03 2.101774793118238449e-03 6.094493865966796875e+00 9.116785367950797081e-04 6.094493865966796875e+00
3.000000000000000000e+03 7.205174188129603863e-04 6.094493865966796875e+00 2.966655592899769545e-04 6.094493865966796875e+00
4.000000000000000000e+03 5.913197994232177734e-03 6.086458683013916016e+00 2.655953867360949516e-03 6.086458683013916016e+00
4.000000000000000000e+03 8.294177823700010777e-04 6.086458683013916016e+00 3.438609128352254629e-04 6.086458683013916016e+00
5.000000000000000000e+03 5.089283362030982971e-02 5.992808341979980469e+00 5.444480106234550476e-02 5.992808341979980469e+00
5.000000000000000000e+03 7.136140018701553345e-02 5.992808341979980469e+00 7.719293981790542603e-02 5.992808341979980469e+00
6.000000000000000000e+03 1.385260671377182007e-01 5.817771911621093750e+00 1.574260294437408447e-01 5.817771911621093750e+00
6.000000000000000000e+03 1.921296834945678711e+00 5.817771911621093750e+00 1.125311374664306641e+00 5.817771911621093750e+00
7.000000000000000000e+03 1.062852796167135239e-02 6.077303886413574219e+00 5.079417023807764053e-03 6.077303886413574219e+00
7.000000000000000000e+03 2.965240739285945892e-02 6.077303886413574219e+00 1.302490010857582092e-02 6.077303886413574219e+00
8.000000000000000000e+03 7.902205921709537506e-03 6.087756633758544922e+00 2.796854590997099876e-03 6.087756633758544922e+00
8.000000000000000000e+03 1.469429396092891693e-02 6.087756633758544922e+00 5.183104891330003738e-03 6.087756633758544922e+00
9.000000000000000000e+03 1.988222822546958923e-03 6.094773292541503906e+00 7.147970027290284634e-04 6.094773292541503906e+00
9.000000000000000000e+03 3.109057666733860970e-03 6.094773292541503906e+00 1.105320407077670097e-03 6.094773292541503906e+00
1.000000000000000000e+04 1.291621127165853977e-03 6.096164226531982422e+00 4.778665315825492144e-04 6.096164226531982422e+00
1.000000000000000000e+04 4.427254680194891989e-05 6.096164226531982422e+00 1.397293181071290746e-05 6.096164226531982422e+00
1.100000000000000000e+04 4.319237172603607178e-02 6.011830806732177734e+00 5.398702993988990784e-02 6.011830806732177734e+00
1.100000000000000000e+04 1.496067941188812256e-01 6.011830806732177734e+00 1.871600747108459473e-01 6.011830806732177734e+00
1.200000000000000000e+04 1.327391155064105988e-02 6.071534156799316406e+00 7.316147442907094955e-03 6.071534156799316406e+00
1.200000000000000000e+04 2.811688743531703949e-02 6.071534156799316406e+00 1.535356137901544571e-02 6.071534156799316406e+00
1.300000000000000000e+04 8.938106708228588104e-03 6.082352161407470703e+00 4.874637350440025330e-03 6.082352161407470703e+00
1.300000000000000000e+04 1.584238000214099884e-02 6.082352161407470703e+00 8.975640870630741119e-03 6.082352161407470703e+00
1.400000000000000000e+04 3.655228996649384499e-03 6.091202259063720703e+00 1.352526713162660599e-03 6.091202259063720703e+00
